,tweet,language,mentions
194,shri pavan k verma is speaking at the book discussion on the hindutva paradigm authored by shri ram madhav member board of governors india foundation,en,"[{'screen_name': 'pavank_varma', 'name': 'pavan k. varma', 'id': '448634500'}, {'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
195,justice anil r dave is speaking at the book discussion on the hindutva paradigm authored by shri ram madhav member board of governors india foundation,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
196,shri ram madhav member board of governors india foundation author of the book the hindutva paradigm is speaking at the book discussion,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
197,book discussion mananiya shri dattatreya hosabale ji sarkaryavah justice anil r dave shri pavan k verma shri s prasanarajan shri shaurya doval the hindutva paradigm authored by shri ram madhav,hi,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}, {'screen_name': 'pavank_varma', 'name': 'pavan k. varma', 'id': '448634500'}, {'screen_name': 'prasannara', 'name': 's. prasannarajan', 'id': '71491139'}, {'screen_name': 'shaurya_doval', 'name': 'shaurya doval', 'id': '1609748304'}, {'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
198,watch live book discussion the hindutva paradigm author shri ram madhav member board of governors india foundation,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
199,rt delighted to deliver the sushma swaraj lectures on introduction to india for resident foreign diplomats,en,"[{'screen_name': 'rivagdas', 'name': 'riva ganguly das', 'id': '23027498'}, {'screen_name': 'ssifs_mea', 'name': 'sushma swaraj institute of foreign service', 'id': '2992355970'}]"
200,rt during this navaratri i learnt many new things was happy to pen down my thoughts and learnings in this article thank,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
201,announcement india foundation is organising the th indian ocean conference in uae on december details,en,[]
202,navaratri meaning of mantras and shlokas an article by ms pavithra srinivasan published on,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
203,glimpses from the session on indian polity from at the on introduction to india organised by india foundation in collaboration with shri swapan dasgupta member of parliament rajya sabha delivered the lecture,en,"[{'screen_name': 'ssifs_mea', 'name': 'sushma swaraj institute of foreign service', 'id': '2992355970'}, {'screen_name': 'swapan55', 'name': 'swapan dasgupta', 'id': '21551205'}]"
204,glimpses from the session on indian culture at the on introduction to india organised by india foundation in collaboration with ms vijayalakshmi vijayakumar founder heritage parampara delivered the lecture,en,"[{'screen_name': 'ssifs_mea', 'name': 'sushma swaraj institute of foreign service', 'id': '2992355970'}, {'screen_name': 'vijayalakshmivk', 'name': 'vijayalakshmi v', 'id': '2390726760'}, {'screen_name': 'ssifs_mea', 'name': 'sushma swaraj institute of foreign service', 'id': '2992355970'}]"
205,glimpses from the session on indian history medieval amp colonial at on introduction to india where shri hindol sengupta writer and historian vice president invest india delivered the lecture amp interacted with delegates,en,"[{'screen_name': 'hindolsengupta', 'name': 'hindolsengupta', 'id': '20963854'}, {'screen_name': 'ssifs_mea', 'name': 'sushma swaraj institute of foreign service', 'id': '2992355970'}]"
206,glimpses from session on indian history ancient at the where dr shonaleeka kaul associate professor centre for historical studies jawaharlal nehru university delivered the lecture and interacted with delegates,en,"[{'screen_name': 'ssifs_mea', 'name': 'sushma swaraj institute of foreign service', 'id': '2992355970'}]"
207,glimpses from inaugural session of on introduction to india for diplomats of foreign missions ms riva ganguly das secretary east ministry of external affairs govt of india delivered the inaugural address,en,"[{'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}, {'screen_name': 'ssifs_mea', 'name': 'sushma swaraj institute of foreign service', 'id': '2992355970'}, {'screen_name': 'rivagdas', 'name': 'riva ganguly das', 'id': '23027498'}]"
208,rt delighted to deliver for the nd year lecture on medieval and colonial history at the annual sushma swaraj lectures,en,"[{'screen_name': 'hindolsengupta', 'name': 'hindolsengupta', 'id': '20963854'}]"
209,india foundation is organising on introduction to india for diplomats of foreign missions on october,en,[]
210,australia preparing to take on china part ii an article by mr rohit srivastava published on,en,[]
211,australia preparing to take on china part i an article by mr rohit srivastava published on,en,[]
212,rt my article on the address by shri mohan bhagwat ji on vijay dashmi,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
213,a clarion call for unity and nation building an article by maj gen dhruv c katoch director india foundation published on,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
214,poor optics retreat from the quad and proliferation make aukus a bad pact an article by prof rajeev srinivasan published on,en,"[{'screen_name': 'rajeevsrinivasa', 'name': 'prof राजीवः श्रीनिवासः', 'id': '52437155'}]"
215,rt probably among the first videos of dr where he talked about veer savarkar in a seminar on revisiting india,en,"[{'screen_name': 'aadityahbti', 'name': 'aaditya भारत (བྷཱ་རཏ) tiwari', 'id': '69291971'}, {'screen_name': 'vikramsampath', 'name': 'dr. vikram sampath, frhists', 'id': '81662868'}]"
216,india foundation amp present an unmissable roundtable on the pew report on religion in india date october time pm,en,"[{'screen_name': 'newsx', 'name': 'newsx', 'id': '23405846'}, {'screen_name': 'sahgaln', 'name': 'neha sahgal', 'id': '849658339'}, {'screen_name': 'omijomi', 'name': 'omkar joshi', 'id': '51990467'}, {'screen_name': 'profvemsani', 'name': 'dr. lavanya vemsani ph.d.', 'id': '2176158111'}, {'screen_name': 'nalanda_univ', 'name': 'nalanda university', 'id': '3196068078'}, {'screen_name': 'priyascorner', 'name': 'priya sahgal', 'id': '44857140'}, {'screen_name': 'profsunaina', 'name': 'prof. sunaina singh', 'id': '1111992054765285376'}]"
217,announcement india foundation is organising the th indian ocean conference in uae on december details,en,[]
218,garba and dandia raas spiritual significance of the dance forms an article by ms aarti k pathak published on,en,[]
219,episode watch ms rami n desai in conversation with mr junaid mattoo mayor of srinagar full video link,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'junaid_mattu', 'name': 'junaid azim mattu', 'id': '2241167263'}]"
220,the killings in kashmir a shift in terrorist strategy an article by maj gen dhruv c katoch director india foundation published on,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
221,read the book review on by shri ram madhav member board of governors india foundation of the book china s western horizon beijing and the new geopolitics of eurasia authored by daniel s markey,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
222,india foundation podcast mr in conversation with mr john petersen founder arlington institute,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
223,is the world prepared for the next silent pandemic antimicrobial resistance an article by dr aakansha bhawsar published on,en,"[{'screen_name': 'aakanshabhawsar', 'name': 'dr. aakansha bhawsar', 'id': '2208892956'}]"
224,india must use her influence in afghanistan an article by dr jyoti prasad das published on,en,[]
225,rt friends please join as we discuss pew report on religion in india,en,"[{'screen_name': 'profvemsani', 'name': 'dr. lavanya vemsani ph.d.', 'id': '2176158111'}]"
226,a roundtable on pew report on religion in india india foundation amp date october time pm,en,"[{'screen_name': 'newsx', 'name': 'newsx', 'id': '23405846'}, {'screen_name': 'profvemsani', 'name': 'dr. lavanya vemsani ph.d.', 'id': '2176158111'}, {'screen_name': 'profsunaina', 'name': 'prof. sunaina singh', 'id': '1111992054765285376'}, {'screen_name': 'omijomi', 'name': 'omkar joshi', 'id': '51990467'}, {'screen_name': 'sahgaln', 'name': 'neha sahgal', 'id': '849658339'}, {'screen_name': 'priyascorner', 'name': 'priya sahgal', 'id': '44857140'}]"
227,rt newsx and india foundation present an unmissable roundtable on the pew report on religion in india is india a,en,"[{'screen_name': 'newsx', 'name': 'newsx', 'id': '23405846'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
228,announcement india foundation is organising the th indian ocean conference in uae on december details,en,[]
229,garba and dandia raas spiritual significance of the dance forms an article by ms aarti k pathak published on,en,[]
230,episode watch ms rami n desai in conversation with mr junaid mattoo mayor of srinagar full video link,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'junaid_mattu', 'name': 'junaid azim mattu', 'id': '2241167263'}]"
231,,und,[]
232,announcement india foundation is organising the th indian ocean conference in uae on december details,en,[]
233,the killings in kashmir a shift in terrorist strategy an article by maj gen dhruv c katoch director india foundation published on,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
234,rt goodbye leh for the time being two days well spent in new learning at the conference,en,"[{'screen_name': 'nitingokhale', 'name': 'nitin a. gokhale', 'id': '72539202'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
235,rt,hi,"[{'screen_name': 'shaurya_doval', 'name': 'shaurya doval', 'id': '1609748304'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
236,rt interesting discussions during the conference on of the region,en,"[{'screen_name': 'shanmariet', 'name': ""shanthie mariet d'souza"", 'id': '71824728'}]"
237,glimpses from the valedictory session of the conference on geopolitics of himalayan region chair of the session shri speakers shri tashi gyalson chairman ladakh autonomous hill development council leh shri jamyang tsering namgyal mp lok sabha,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
238,glimpses from an engaging discussion in the conference on geopolitics of himalayan region the session was chaired by shri ram madhav member board of governors india foundation,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
239,glimpses from session ii on day of the conference on geopolitics of himalayan region organised by india foundation in collaboration with chair of the session shri speakers lt gen rakesh sharma,en,"[{'screen_name': 'lahdc_leh', 'name': 'lahdc leh', 'id': '1342002657108525056'}, {'screen_name': 'shaurya_doval', 'name': 'shaurya doval', 'id': '1609748304'}, {'screen_name': 'shekhar19541', 'name': 'shekhar sinha', 'id': '2892872966'}, {'screen_name': 'nitingokhale', 'name': 'nitin a. gokhale', 'id': '72539202'}]"
240,glimpses from session i on day of the conference on geopolitics of himalayan region organised by india foundation in collaboration with chair of the session speakers amb p stobdan prof mahesh ranjan debata prabha rao,en,"[{'screen_name': 'lahdc_leh', 'name': 'lahdc leh', 'id': '1342002657108525056'}, {'screen_name': 'ltgenarunsahni', 'name': 'arun sahni', 'id': '749455494029447172'}]"
